episode_overall,season,episode,title,aired_date,year,tmdb_rating,tmdb_vote_count,synopsis,directed_by,written_by,us_viewers_millions,runtime,tmdb_id,imdb_title,imdb_aired_date,imdb_synopsis,imdb_rating,imdb_vote_count,thumbnail_url,imdb_episode_url,is_holiday,guest_actors,guest_characters
114,7,7,The Last Gingerbread House on the Left,2016-11-27,2016,7.9,11,"As the Belchers prepare for Christmas, Bob gets an unexpected call from Mr. Fischoeder asking him to bring food to a party at his home. When Bob arrives, he discovers that he has gotten involved in an intense gingerbread house building competition with Mr. Fischoeder's rowdy group of friends. Meanwhile, Linda and Teddy try to inspire some Christmas cheer in the neighbors as they take the kids caroling.",Chris Song,Nora Smith,2.44,22,1243580,The Last Gingerbread House on the Left,"Sun, Nov 27, 2016","Bob gets involved in a gingerbread house competition with Mr. Fischoeder and his friends while Linda, Teddy and the kids spread Christmas cheer through caroling.",8.2,1000,"https://m.media-amazon.com/images/M/MV5BYjA4ZWZkMTctMTExOS00Y2I2LWJkNzAtNTZhMTA4NTk0ZGJkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6213826/?ref_=ttep_ep_7,TRUE,NA,NA
115,7,8,Ex Mach Tina,2017-01-08,2017,8.5,10,"After hurting her ankle, Tina enrolls in a program that enables her send a robot of herself to school and the robot gives her an unexpected breakthrough with Jimmy Jr.",Brian Loschiavo,Greg Thompson,3.58,22,1253323,Ex Mach Tina,"Sun, Jan 8, 2017","After hurting her ankle, Tina enrolls in a program that enables her send a robot of herself to school and the robot gives her an unexpected breakthrough with Jimmy Jr.",7.9,920,"https://m.media-amazon.com/images/M/MV5BZDkwNjE3N2EtYzJmYy00N2VjLWJiNmMtZDIyZmI1ZTdjNjAxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6119178/?ref_=ttep_ep_8,FALSE,NA,NA
116,7,9,Bob Actually,2017-02-12,2017,8.1,10,"With Valentine's Day approaching, Tina, Gene and Louise each find themselves wrapped up in love-caused chaos. Meanwhile, Bob decides on a romantic gesture in order to impress Linda.",Chris Song,Steven Davis & Kelvin Yu,1.67,22,1268946,Bob Actually,"Sun, Feb 12, 2017","With Valentine's Day around the corner, the kids find themselves in love-caused chaos and Bob comes up with a romantic gesture to impress Linda.",8.5,1100,"https://m.media-amazon.com/images/M/MV5BMjExMjI1MzgtM2I5NC00NDdjLTg0MzgtYTQ3YTQyNzY3YWE3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6405378/?ref_=ttep_ep_9,TRUE,Gabby Sanalitro,Isabella
117,7,10,There's No Business Like Mr. Business Business,2017-02-19,2017,7,10,"When Gayle's cat, Mr. Business, secures pet agent Ian Amberson, Bob finds out that Linda may have been helping to fund the cat's career. Ever the skeptic, Bob is prepared to shut it down, but learns that Mr. Business could be on the verge of his big break.",Tyree Dillihay,Lizzie Molyneux & Wendy Molyneux,1.97,22,1273545,There's No Business Like Mr. Business Business,"Sun, Feb 19, 2017","Bob is skeptical about Gayle's cat Mr. Business having a career in showbiz, until it looks like the cat could have his big break.",7.5,859,"https://m.media-amazon.com/images/M/MV5BYTE3MGM2NjMtMzYyYS00ZDQ5LWI2ZWUtYmYzZjgyNTk2NWRlXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6467848/?ref_=ttep_ep_10,FALSE,NA,NA
118,7,11,A Few 'Gurt Men,2017-03-05,2017,8.1,10,"Louise is put in a sticky situation when she must defend one of her biggest foes at Wagstaff during a mock-trial. Meanwhile, Bob works with Jimmy Pesto to out a regular food-scammer.",Tyree Dillihay,Jon Schroeder,1.77,22,1273546,A Few 'Gurt Men,"Sun, Mar 5, 2017",Louise finds herself in a predicament when she is told that she will be representing one of her biggest enemies at Wagstaff during a mock-trial.,8.2,898,"https://m.media-amazon.com/images/M/MV5BODU2MTMxYjgtNmY0Zi00MzViLThkNDktZTljOGE0MmU5YzA2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6545324/?ref_=ttep_ep_11,FALSE,NA,NA
119,7,12,Like Gene for Chocolate,2017-03-12,2017,7.5,10,"When Gene learns that the formula for his favorite chocolate has changed, he works with the head of the company in an attempt to remedy the situation. Meanwhile, Bob gets wrapped up in one of Teddy's less-than-perfect plans.",Brian Loschiavo,Rich Rinaldi,1.82,22,1273547,Like Gene for Chocolate,"Sun, Mar 12, 2017","Gene learns that the formula for his favorite chocolate has changed, so he works with the head of the company to fix the problem. In the meantime, Bob gets wrapped up in one of Teddy's not-so-perfect plans.",7.5,818,"https://m.media-amazon.com/images/M/MV5BM2Q3NTk0OTEtN2Y0OS00YTRiLTg4ODAtMjI0MDA3OTBmMTk0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6540330/?ref_=ttep_ep_12,FALSE,Judah Friedlander,Ferdie
120,7,13,The Grand Mama-Pest Hotel,2017-03-19,2017,7.6,11,"Linda jumps at the chance to chaperone Tina's weekend away at a heroine conference, but Tina's new friend could put Linda's perfect weekend in jeopardy. Meanwhile, the younger Belchers have plans for their weekend alone with Bob. What could possibly go wrong?",Chris Song,Scott Jacobson,1.93,22,1289903,The Grand Mama-Pest Hotel,"Sun, Mar 19, 2017","Linda chaperones Tina's weekend at a heroine convention, while Gene and Louise spend the weekend with Bob.",7.4,833,"https://m.media-amazon.com/images/M/MV5BY2QyYjI2NGUtY2VmOC00M2FkLTg1NTItMjE5ZTUxNWE5MWFhXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6570836/?ref_=ttep_ep_13,FALSE,NA,NA
121,7,14,Aquaticism,2017-03-26,2017,7.7,10,"When Tina learns that the aquarium is in danger of closing, the Belcher children devise a scheme to keep it running. Meanwhile, Bob realizes that he could learn a thing or two from Linda's customer service skills.",Brian Loschiavo,Dan Fybel,1.86,22,1295764,Aquaticism,"Sun, Mar 26, 2017","The Belcher kids hatch a plan to save the aquarium from closure, while Bob learns a few things about Linda's customer service skills.",7.6,851,"https://m.media-amazon.com/images/M/MV5BMjU4NThkZTQtYjBmZC00YzE2LWJmYWUtNzdlNDg2MDYwZTY0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6597072/?ref_=ttep_ep_14,FALSE,NA,NA
122,7,15,Ain't Miss Debatin',2017-03-26,2017,8.6,12,"When Tina is recruited by the debate team, she finds unexpected success and an even more unexpected relationship. Meanwhile, Louise and Gene convince their parents to help fund a stop-motion movie focusing on a surprising subject matter.",Mauricio Pardo,Greg Thompson,1.86,22,1298680,Ain't Miss Debatin',"Sun, Mar 26, 2017","Tina is recruited for the debate team, while Gene and Louise make a stop motion film centered on a surprising subject matter.",7.9,860,"https://m.media-amazon.com/images/M/MV5BZDJjMDU1MTctZDIxNS00ZWVhLWI2YTgtZTY2ZDZkYTczYmQxXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6597076/?ref_=ttep_ep_15,FALSE,NA,NA
123,7,16,Eggs for Days,2017-04-02,2017,7.8,10,"The annual Easter egg hunt always brings out the competitive sides of Bob and Linda, but this time, the game goes awry. After the Belcher parents have a little too much fun hiding the eggs, the entire family is enlisted in finding the lone egg that is quickly rotting in its hiding place. Don't miss the calamity that ensues",Brian Loschiavo,Lizzie Molyneux & Wendy Molyneux,1.52,22,1295765,Eggs for Days,"Sun, Apr 2, 2017","At the annual Easter egg hunt, Bob and Linda have a little too much fun hiding the eggs, so the Belchers race to find the one egg rotting in its hiding place.",8.2,889,"https://m.media-amazon.com/images/M/MV5BODJhMDFhNTMtNTJjMS00YmQ0LTg3OTMtMjZhYzkyYTkxMjBlXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6631398/?ref_=ttep_ep_16,TRUE,NA,NA
124,7,17,Zero Larp Thirty,2017-04-23,2017,8.2,10,"When Linda wins a contest to spend a dream weekend at the home where her favorite television show is filmed, things don't go quite as planned. Back at home, Teddy's back problems leave him stuck on the floor, while he babysits the kids.",Tyree Dillihay,Rich Rinaldi,1.58,22,1307060,Zero Larp Thirty,"Sun, Apr 23, 2017","Linda wins a contest to spend a weekend at the home where her favorite TV show is filmed, but it doesn't quite go as planned.",7.7,842,"https://m.media-amazon.com/images/M/MV5BZjZkMDgzODgtOTIzNC00OWRjLThlOGQtNDMwOTEyNGRiNDRiXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6715452/?ref_=ttep_ep_17,FALSE,NA,NA
125,7,18,The Laser-inth,2017-04-23,2017,8.3,10,"Gene accompanies Bob on the last-ever rock-and-roll laser show at the planetarium, but the night takes an unexpected turn. Meanwhile, Linda takes the girls out for dinner and Louise has a surprise revelation.",Mauricio Pardo,Scott Jacobson,1.88,22,1307061,The Laser-inth,"Sun, Apr 23, 2017",Bob and Gene go to the last-ever rock-and-roll laser show at the planetarium while Linda and the girls go out to dinner at a wacky restaurant.,8.2,897,"https://m.media-amazon.com/images/M/MV5BMTJiMDk5NDctMzg0ZC00NGQ1LWJjMGYtMTNiYmM0YmE4YmE2XkEyXkFqcGc@._V1_QL75_UY281_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6733190/?ref_=ttep_ep_18,FALSE,Dave Attell,Scalper
126,7,19,Thelma & Louise Except Thelma is Linda,2017-05-07,2017,8.2,10,"After Louise gets in trouble at school, Linda is forced to meet with Mr. Frond and potentially could lose her hard-earned position as the Wagstaff bake sale leader. When she finds out that her daughter was actually trying to help another student, Linda is torn between following school policy or her own moral code.",Brian Loschiavo,Jon Schroeder,1.59,22,1310657,Thelma & Louise Except Thelma Is Linda,"Sun, Apr 30, 2017",Linda could lose her position as the leader of the Wagstaff bake sale when Louise gets in trouble at school.,8.2,836,"https://m.media-amazon.com/images/M/MV5BOWRhMTQwNTEtODdkOC00OGI4LWEzMDktMDQxOTU1YjRkNmVlXkEyXkFqcGc@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt6733194/?ref_=ttep_ep_19,FALSE,NA,NA
127,7,20,"Mom, Lies and Videotapes",2017-05-07,2017,8.7,6,Linda comes down with a nasty cold just in time for the Mother’s Day show at Wagstaff.,Chris Song,Dan Fybel,2.02,22,1310658,"Mom, Lies and Videotapes","Sun, May 7, 2017",Linda catches a cold just before the Mother's Day show at Wagstaff.,7.7,822,"https://m.media-amazon.com/images/M/MV5BMmNhMDVjMmItYzMwMi00YjBhLWJiYzEtZjhhMDQwM2RiNWJiXkEyXkFqcGc@._V1_QL75_UX500_CR0,47,500,281_.jpg",https://www.imdb.com/title/tt6733202/?ref_=ttep_ep_20,TRUE,NA,NA
128,7,21,Paraders of the Lost Float,2017-05-21,2017,7.6,11,Teddy tries to persuade Bob to participate in the float contest for a supposedly easy victory.,Bernard Derriman,Steven Davis,1.61,22,1310659,Paraders of the Lost Float,"Sun, May 21, 2017",Teddy talks Bob into entering the Bog to Beach parade even though the forecast calls for rain.,7.6,821,"https://m.media-amazon.com/images/M/MV5BMzhiNWQ1OWQtZjg4ZC00MjNmLWIxMTYtOWI1MWU2MjQ1Y2Q0XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6733206/?ref_=ttep_ep_21,FALSE,NA,NA
129,7,22,Into the Mild,2017-06-11,2017,7.7,11,"When Bob discovers that an outdoor specialty store is going out of business, he tries to live his dream of being an outdoorsman.",Tyree Dillihay,Kelvin Yu,1.52,22,1319451,Into the Mild,"Sun, Jun 11, 2017",Bob realizes his dream of being an outdoorsman when the wilderness equipment store has a going out of business sale; Linda and the kids spend the night watching Aunt Gayle rehearse for her one-woman show.,7.6,799,"https://m.media-amazon.com/images/M/MV5BYzRkOTA5ZjAtY2UwYS00NThjLTllZWItNWRlZGIzYmViZTM2XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6733212/?ref_=ttep_ep_22,FALSE,Rob Riggle,Austin
130,8,1,Brunchsquatch,2017-10-01,2017,7.8,13,"To compete with Jimmy Pesto, Bob's Burgers begins serving brunch, but it quickly turns to chaos. Meanwhile, Tina, Gene and Louise decide to help Mr. Fischoeder's brother hide from him.",Mauricio Pardo & Ian Hamilton,Lizzie Molyneux & Wendy Molyneux,2.93,22,1373189,Brunchsquatch,"Sun, Oct 1, 2017",Bob decides to serve brunch to compete with Jimmy Pesto; the Belcher kids help Mr. Fischoeder's brother hide from him.,7.9,1300,"https://m.media-amazon.com/images/M/MV5BNDkzMGE4ZTYtNzg5MS00ZGEwLWIzNTItMDAzMzIyZGIwOTBkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt6993092/?ref_=ttep_ep_1,FALSE,Jennifer Smedley,Other Jennifer
131,8,2,The Silence of the Louise,2017-10-15,2017,8.1,11,"When Mr. Frond's therapy dolls are mysteriously attacked, Louise teams up with Millie to help solve the case. Meanwhile, Teddy decides to get into the inspirational poster business, but ends up with mixed results.",Chris Song,Greg Thompson,2.43,22,1373190,The Silence of the Louise,"Sun, Oct 15, 2017",Louise enlists Millie's help to find the culprit who attacked Mr. Frond's therapy dolls.,8.1,937,"https://m.media-amazon.com/images/M/MV5BZmE3YjZkYzktOGVlNS00NDUyLWE3MjAtNTNjZmUxMzNlMTI5XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt7437468/?ref_=ttep_ep_2,FALSE,NA,NA
132,8,3,The Wolf of Wharf Street,2017-10-22,2017,8,10,"On Halloween night, Linda tries to impress the kids by taking them to look for a wolf that has been terrorizing the town. Meanwhile, an injured and medicated Bob believes that Teddy has turned into a werewolf.",Mauricio Pardo,Lizzie Molyneux & Wendy Molyneux,3.02,22,1382060,The Wolf of Wharf Street,"Sun, Oct 22, 2017","On Halloween night, Linda tries to impress the kids by taking them to look for a wolf that has been terrorizing the town. Meanwhile, an injured and medicated Bob believes that Teddy has turned into a werewolf.",8,927,"https://m.media-amazon.com/images/M/MV5BYzYzZTk3ODQtNzU2Ni00ZWM2LTg0N2ItMTJjMmZiNTFmMjFkXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt7437454/?ref_=ttep_ep_3,TRUE,NA,NA
133,8,4,Sit Me Baby One More Time,2017-11-05,2017,8.2,5,"When Tina launches a babysitting enterprise, it is quickly derailed after her business nemesis, Tammy, is hired to work alongside her. Meanwhile, Bob and Linda check out their competition at a restaurant that’s known for its burgers.",Brian Loschiavo,Nora Smith,2.89,22,1382061,Sit Me Baby One More Time,"Sun, Nov 5, 2017",Tina starts a babysitting franchise that goes off the rails when Tammy is hired to work with her.,7.8,855,"https://m.media-amazon.com/images/M/MV5BYjliODU5MmItZDk3NS00ODdlLTliNzQtOWZlZGIwYWU1OWEyXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt7542490/?ref_=ttep_ep_4,FALSE,Maria Bamford,Kendra / Catherine
134,8,5,Thanks-hoarding,2017-11-19,2017,7.8,4,The Belchers reluctantly agree to help Teddy when his family unexpectedly tells him that they will be coming to see him on Thanksgiving.,Tyree Dillihay,Jon Schroeder,2.37,22,1382062,Thanks-hoarding,"Sun, Nov 19, 2017",The Belchers discover that Teddy is a secret hoarder when they reluctantly agree to pitch in for Thanksgiving with his family.,7.8,862,"https://m.media-amazon.com/images/M/MV5BMzA5MDAyNmEtM2QzYi00YzA1LTlkYTctYzIwNWNkMmVhYzI3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt7585872/?ref_=ttep_ep_5,TRUE,NA,NA
135,8,6,The Bleakening (1),2017-12-10,2017,8.3,6,Linda hopes to add some extra cheer around the neighborhood by hosting a party at the restaurant.,Brian Loschiavo,Steven Davis,3.17,22,1404187,The Bleakening,"Sun, Dec 10, 2017","Linda wants to add some extra cheer to the holidays by throwing a holiday party. After her ornaments are stolen, Linda interrogates her guests. The children think it was ""The Bleaken"".",8.4,1200,"https://m.media-amazon.com/images/M/MV5BZjJiODFmMmItMTAxZC00ZDMxLWIyM2MtODA2NjIwODY1ZDU3XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt7635808/?ref_=ttep_ep_6,TRUE,Adam Driver; Todrick Hall; Matt Berninger,Art the Artist; Miss Triple X-Mas; Singer
136,8,7,The Bleakening (2),2017-12-10,2017,9.7,3,"Linda is determined to host a party at the restaurant, in an effort to spread a little extra cheer around the neighborhood. But when she realizes that her prized ornaments have been stolen, she quickly begins questioning all guests, including Marshmallow's friend Art the Artist.",Chris Song,Kelvin Yu,3.17,22,1416588,V for Valentine-detta,"Sun, Jan 14, 2018","Tina has a rough break up on Valentine's Day, so Linda and Louise take her on a girls' night out, while Bob and Gene have a trapeze experience that brings them closer.",8.3,1000,"https://m.media-amazon.com/images/M/MV5BYjM0MTE5NmUtMmFlNS00YTdhLWI4OGItNjAwNmM4MDcwMjhmXkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt7733366/?ref_=ttep_ep_7,TRUE,Minty Lewis,Becky
137,8,8,V for Valentine-detta,2018-01-14,2018,8.6,5,"After a rough break up on Valentine's Day, the Belcher women have a limo girls' night out to make Tina feel better. Meanwhile, Bob and Gene have a trapeze experience that brings them closer.",Ian Hamilton,Lizzie Molyneux & Wendy Molyneux,4.76,22,1419132,Y Tu Ga-Ga Tambien,"Sun, Mar 11, 2018",Gene disapproves of a new playground game; Linda fills in for the local library storyteller.,7.6,805,"https://m.media-amazon.com/images/M/MV5BMmM5MGRlOGMtMzQxMC00MTVmLTg3ZDctNDI1MjdjM2I3MWQ4XkEyXkFqcGc@._V1_QL75_UX500_CR0,15,500,281_.jpg",https://www.imdb.com/title/tt7852806/?ref_=ttep_ep_8,FALSE,NA,NA
138,8,9,Y Tu Ga-Ga Tambien,2018-03-11,2018,8.2,5,"When a new playground game is introduced, the school's social hierarchy is turned upside-down and Gene disapproves. Meanwhile, Linda fills in for the local library storyteller and pulls out all the stops to perfect her storyteller persona.",Brian Loschiavo,Scott Jacobson,1.84,22,1452427,The Secret Ceramics Room of Secrets,"Sun, Mar 18, 2018","The kids are tasked with giving their grandma homemade gifts for her birthday and set out to find a secret ceramics room that, according to urban legend, has been boarded up for years.",7.7,758,"https://m.media-amazon.com/images/M/MV5BNTJiMjMyMjYtMTJlMC00NTFlLTk5ZTgtMzdhZjVmZWUxNzI1XkEyXkFqcGc@._V1_QL75_UX500_CR0,0,500,281_.jpg",https://www.imdb.com/title/tt8045718/?ref_=ttep_ep_9,FALSE,NA,NA
