magazine,year,month,volume,issue,location,title,author,note,start_page,page_count
Heavy Metal,1981,July,5,4,p.15-24,Bloodstar,"Robert Ervin Howard, John Jakes, John Pocsik, and Richard Corben",NA,15,10
Heavy Metal,1981,July,5,4,p.25-30,Tex Arcana: Part Five,John Findley,NA,25,6
Heavy Metal,1981,July,5,4,p.31-33,The Blue Air Compressor:A Telling Of Horror,Stephen King and Walter Simonson,NA,31,3
Heavy Metal,1981,July,5,4,p.34-45,Firaz,Philippe Druillet and Picotto,reprinted in The Best Of #2 1986,34,12
Heavy Metal,1981,July,5,4,p.47-57,Outland,Jim Steranko,NA,47,11
Heavy Metal,1981,July,5,4,p.58-64,The Nikopol Trilogy: TheImmortals' Fete,Enki Bilal,NA,58,7
Heavy Metal,1981,July,5,4,p.66-73,Paradise,Vicente Alcazar,NA,66,8
Heavy Metal,1981,July,5,4,p.75-78,Whoodoo The Voodoo?,"Philippe ""Caza"" Cazamayou",NA,75,4
Heavy Metal,1981,July,5,4,p.80,"Dossier:Ri-'vy-ed: Fly Me, I'm Superman",Daphne Davis,NA,80,1
Heavy Metal,1981,July,5,4,p.80,Dossier: Ri-'vy-ed: An Intergalactic Michelin,Julie Simmons-Lynch,NA,80,1
Heavy Metal,1981,July,5,4,p.81,Dossier: Ri-'vy-ed: Consumer Sexism,Brad Balfour,NA,81,1
Heavy Metal,1981,July,5,4,p.81,Dossier: Ri-'vy-ed: New Musics,Lou Stathis and William Coupon,NA,81,1
Heavy Metal,1981,July,5,4,p.82-89,Cody Starbuck,Howard Chaykin,NA,82,8
Heavy Metal,1981,July,5,4,p.92-95,Rock Opera,Rod Kierkegaard Jr.,NA,92,4
Heavy Metal,1981,July,5,4,p.96,TheBus,Paul Kirchner,NA,96,1
Heavy Metal,1981,July,5,4,p.96,Coming Next Month,"""Coming Next Month""",NA,96,1
Heavy Metal,1981,July,5,4,Back Cover,NA,"""Exhausted!""- Chris Moore",NA,97,1
Heavy Metal,1981,August,5,5,Cover,NA,"""Grace"" - Esteban Maroto",NA,0,1
Heavy Metal,1981,August,5,5,p.02-03,Illustration,GregoryScott,NA,2,2
Heavy Metal,1981,August,5,5,p.04,Editorial,Brad Balfour,NA,4,1
Heavy Metal,1981,August,5,5,p.04,Comment,Bert,NA,4,1
Heavy Metal,1981,August,5,5,p.06,Yawn,Stephen Bissette,NA,6,1
Heavy Metal,1981,August,5,5,p.08-13,TheRichard Corben Interview,Brad Balfour,NA,8,6
Heavy Metal,1981,August,5,5,p.14-16,5:00,Mark Fisher,NA,14,3
Heavy Metal,1981,August,5,5,p.17-27,Outland,Jim Steranko,NA,17,11
Heavy Metal,1981,August,5,5,p.28,Dossier: New Musics,LouStathis and William Coupon,NA,28,1
Heavy Metal,1981,August,5,5,p.28,Dossier: Yahoo Yoks,Lou Stathis,NA,28,1
Heavy Metal,1981,August,5,5,p.29,Dossier: De-Hugoed,Ralph T. Castle,NA,29,1
Heavy Metal,1981,August,5,5,p.29,Dossier: Quick Takes:Surreal Legends,Daphne Davis,NA,29,1
Heavy Metal,1981,August,5,5,p.29,Dossier: Techno-Cize,CharlesM. Young,NA,29,1
Heavy Metal,1981,August,5,5,p.29,Dossier: As The Aliens Bop,David Azarc,NA,29,1
Heavy Metal,1981,August,5,5,p.31-33,Martelaine,John Workman,NA,31,3
Heavy Metal,1981,August,5,5,p.34-40,Paradise Lost,Mora and Gimnez,NA,34,7
Heavy Metal,1981,August,5,5,p.41-50,Heavy Metal: The Making Of The Movie,Brad Balfour,reprintedin March 1996,41,10
Heavy Metal,1981,August,5,5,p.51-56,Heavy Metal: The Making Of The Movie: From PaperTo Film: The Legend Of Taarna,Bhob Stewart,NA,51,6
Heavy Metal,1981,August,5,5,p.57-62,Pigs On The Wing,Tom Yeates and Ken Feduniewicz,NA,57,6
Heavy Metal,1981,August,5,5,p.63-64,The Immoral Majority,NormanSpinrad,NA,63,2
Heavy Metal,1981,August,5,5,p.66-75,Homo Detritus,"Philippe ""Caza"" Cazamayou",NA,66,10
Heavy Metal,1981,August,5,5,p.76-81,The Nikopol Trilogy: The Immortal's Fete,Enki Bilal,NA,76,6
Heavy Metal,1981,August,5,5,p.82-89,Cody Starbuck,Howard Chaykin,NA,82,8
Heavy Metal,1981,August,5,5,p.92-95,Rock Opera,Rod KierkegaardJr.,NA,92,4
Heavy Metal,1981,August,5,5,p.96,The Bus,Paul Kirchner,NA,96,1
Heavy Metal,1981,August,5,5,p.96,Coming,"""Coming""",NA,96,1
Heavy Metal,1981,September,5,6,Cover,NA,"""Taarna"" - Chris Achillos",NA,0,1
Heavy Metal,1981,September,5,6,p.02-03,Illustration,John Totleben,NA,2,2
Heavy Metal,1981,September,5,6,p.05,Editorial,Brad Balfour,NA,5,1
Heavy Metal,1981,September,5,6,p.05,Chain Mail,RichardCorben,NA,5,1
Heavy Metal,1981,September,5,6,p.06-13,Den II: Muvovum,Richard Corben,NA,6,8
Heavy Metal,1981,September,5,6,p.16-23,The NikopolTrilogy: The Immortals' Fete,Enki Bilal,NA,16,8
Heavy Metal,1981,September,5,6,p.24-33,Infantrymen!Infantrymen!,Juan Gimnez and Ricardo Barreiro,NA,24,10
Heavy Metal,1981,September,5,6,p.34-43,Cody Starbuck,Howard Victor Chaykin,NA,34,10
Heavy Metal,1981,September,5,6,p.45-49,Outland,Jim Steranko,NA,45,5
Heavy Metal,1981,September,5,6,p.50,I'm Age,Jeff Jones,NA,50,1
Heavy Metal,1981,September,5,6,p.51-64,The Eye Of The Goddess Isliah,BrocalRemohi,NA,51,14
Heavy Metal,1981,September,5,6,p.65-66,The Curse Of The Hobbit,Charles Platt,NA,65,2
Heavy Metal,1981,September,5,6,p.67-72,Tex Arcana: Part Six,John Findley,NA,67,6
Heavy Metal,1981,September,5,6,p.73-76,The Shape Of Rage: FilmingThe New Mythology,Timothy R. Lucas,NA,73,4
Heavy Metal,1981,September,5,6,p.77-79,Born Again,NealMcPheeters,NA,77,3
Heavy Metal,1981,September,5,6,p.80-89,Judgment Day,Dick Matena,NA,80,10
Heavy Metal,1981,September,5,6,p.90,Dossier: NewMusics,Lou Stathis and William Coupon,NA,90,1
Heavy Metal,1981,September,5,6,p.90-91,Dossier: Wilson OnFarmer,Robert Anson Wilson,NA,90,2
Heavy Metal,1981,September,5,6,p.91,Dossier: Farmer On Wilson,PhilipJos Farmer,NA,91,1
Heavy Metal,1981,September,5,6,p.91,"Dossier: Quick Takes: Divine Raiders, Babbling Brooks",Daphne Davis,NA,91,1
Heavy Metal,1981,September,5,6,p.92-95,Rock Opera: The Miss Moral America Pageant,RodKierkegaard Jr.,NA,92,4
Heavy Metal,1981,September,5,6,p.96,The Bus,Paul Kirchner,NA,96,1
Heavy Metal,1981,September,5,6,p.96,Coming,"""Coming""",NA,96,1
Heavy Metal,1981,October,5,7,Cover,NA,"""Guess Who?"" - Thomas Warkentin",NA,0,1
Heavy Metal,1981,October,5,7,p.02-03,Illustration,Arthur Bell,NA,2,2
Heavy Metal,1981,October,5,7,p.04,Editorial,"""Editorial""",NA,4,1
Heavy Metal,1981,October,5,7,p.04,Photo,Dean Chamberlain,NA,4,1
Heavy Metal,1981,October,5,7,p.06,Shakespeare For Americans,"Walter Simonson, Howard Victor Chaykin,William Shakespeare, and George Simon Kaufman",reprinted in The Best Of #2 1986,6,1
Heavy Metal,1981,October,5,7,p.07,Chain Mail,Serge Clerc,NA,7,1
Heavy Metal,1981,October,5,7,p.07,Chain Mail: Illustration,Serge Clerc,NA,7,1
Heavy Metal,1981,October,5,7,p.09-15,The Mercenary,Vicente Segrelles,NA,9,7
Heavy Metal,1981,October,5,7,p.17-24,Overground,"Philippe ""Caza"" Cazamayou",NA,17,8
Heavy Metal,1981,October,5,7,p.25,I'm Age,Jeff Jones,NA,25,1
Heavy Metal,1981,October,5,7,p.26-31,Nil-Gish,Gary Davis,NA,26,6
Heavy Metal,1981,October,5,7,p.32,B. J. Butterfly,John Workman,NA,32,1
Heavy Metal,1981,October,5,7,p.33-40,Den II,Richard Corben,NA,33,8
Heavy Metal,1981,October,5,7,p.41,Dossier: New Musics:Lydia Lunch,Lou Stathis and William Coupon,NA,41,1
Heavy Metal,1981,October,5,7,p.41,Dossier: Handy Universes,Brad Balfour,NA,41,1
Heavy Metal,1981,October,5,7,p.42,Dossier: Animatus Incredibilis,Bhob Stewart,NA,42,1
Heavy Metal,1981,October,5,7,p.42,Dossier: Absurditis,Peter Nolan Smith,NA,42,1
Heavy Metal,1981,October,5,7,p.43,Dossier:Merc Alert,Lou Stathis,NA,43,1
Heavy Metal,1981,October,5,7,p.43,Dossier: Wildest Thing,Steve Brown,NA,43,1
Heavy Metal,1981,October,5,7,p.43,Dossier: King-Size Bits: Danse Macabre and Cujo,Johnny Ramone andJonathan White,NA,43,1
Heavy Metal,1981,October,5,7,p.43,Dossier: Space Panic!,John Holmstrom,NA,43,1
Heavy Metal,1981,October,5,7,p.44-55,The Gallery: The Art Of Philippe Druillet,Brad Balfour,NA,44,12
Heavy Metal,1981,October,5,7,p.56-63,The Nikopol Trilogy: The Immortals' Fete,Enki Bilal,NA,56,8
Heavy Metal,1981,October,5,7,p.64-65,SpainVs. Bea: Censorship Is The Reality,Brad Balfour and Robert Smith,NA,64,2
Heavy Metal,1981,October,5,7,p.66-73,Tales Of The Galactic Inn: Domestic Unit 3M,"Jos Mara ""Be Font"" Be",NA,66,8
Heavy Metal,1981,October,5,7,p.76-81,Outland,Jim Steranko,NA,76,6
Heavy Metal,1981,October,5,7,p.83-90,Fever,Jean-Michel Nicollet,NA,83,8
Heavy Metal,1981,October,5,7,p.92-95,Rock Opera,Rod Kierkegaard Jr.,NA,92,4
Heavy Metal,1981,October,5,7,p.96,The Bus,Paul Kirchner,NA,96,1
Heavy Metal,1981,October,5,7,p.96,Coming,"""Coming""",NA,96,1
Heavy Metal,1981,October,5,7,Back Cover,NA,"""Nikopol"" - Enki Bilal",NA,97,1
Heavy Metal,1981,November,5,8,Cover,NA,"""The Mercenary"" - Vicente Segrelles",NA,0,1
Heavy Metal,1981,November,5,8,p.02-03,Illustration,George DeHoff,NA,2,2
Heavy Metal,1981,November,5,8,p.04,Editorial,"""Editorial""",NA,4,1
Heavy Metal,1981,November,5,8,p.04,Illustration,ChristopherHoffman,NA,4,1
Heavy Metal,1981,November,5,8,p.06,Shakespeare For Americans: Hamlet,"Howard Victor Chaykin,Peter Kuper, William Shakespeare, and George Simon Kaufman",NA,6,1
Heavy Metal,1981,November,5,8,p.08-15,TheMercenary,Vicente Segrelles,NA,8,8
Heavy Metal,1981,November,5,8,p.18-19,Spotting The Demons: GettingTo Know A Culture By Its Fear Fantasies,Mick Farren and Christopher Hoffman,NA,18,2
Heavy Metal,1981,November,5,8,p.20-21,Theory Of Evolution,Michael Gross,NA,20,2
Heavy Metal,1981,November,5,8,p.22-25,The Gallery:The Art Of Leo & Diane Dillon,"""The Gallery:The Art Of Leo & Diane Dillon""",NA,22,4
Heavy Metal,1981,November,5,8,p.26-32,The Nikopol Trilogy: The Immortals'Fete,Enki Bilal,NA,26,7
Heavy Metal,1981,November,5,8,p.33-40,At The Middle Of Cymbiola,FranoisSchuiten and Claude Renard,NA,33,8
Heavy Metal,1981,November,5,8,p.41-44,Mudwog,Arthur Suydam,NA,41,4
Heavy Metal,1981,November,5,8,p.45-52,Humus,Rafael Estrada,NA,45,8
Heavy Metal,1981,November,5,8,p.53-55,"One Evening, I Saw Red!","Philippe""Caza"" Cazamayou",NA,53,3
Heavy Metal,1981,November,5,8,p.56,I'm Age,Jeff Jones,NA,56,1
Heavy Metal,1981,November,5,8,p.57-62,Tex Arcana:Part Seven,John Findley,NA,57,6
Heavy Metal,1981,November,5,8,p.63,Dossier: New Musics,Lou Stathis andBob Bohumil Krcil,NA,63,1
Heavy Metal,1981,November,5,8,p.63,Dossier: Conspicuously Consumed,Brad Balfour,NA,63,1
Heavy Metal,1981,November,5,8,p.64,Dossier: Heavenly Choir,Jonathan White and Christopher Hoffman,NA,64,1
Heavy Metal,1981,November,5,8,p.64,Dossier: Mourning Becomes Electric,Duart McLean and ChristopherHoffman,NA,64,1
Heavy Metal,1981,November,5,8,p.64,Dossier: Western Decline,Jim Farber,NA,64,1
Heavy Metal,1981,November,5,8,p.65,Dossier:Animatus Incredibilis: Dis-Mission,Daphne Davis,NA,65,1
Heavy Metal,1981,November,5,8,p.65,Dossier:Animatus Incredibilis: Hand Job,Bhob Stewart,NA,65,1
Heavy Metal,1981,November,5,8,p.65,Dossier: Hot Wired:Kraftwerk,Charles M. Young,NA,65,1
Heavy Metal,1981,November,5,8,p.66-69,Siren Song,Paul Abrams andJim Cummings,NA,66,4
Heavy Metal,1981,November,5,8,p.70-89,The Egg Of The World,"Jean ""Jronaton"" Torton",NA,70,20
Heavy Metal,1981,November,5,8,p.93-95,O'Clock,Antonio Altarriba and Luis Royo,NA,93,3
Heavy Metal,1981,November,5,8,p.96,The Bus,Paul Kirchner,NA,96,1
Heavy Metal,1981,November,5,8,p.96,Coming Next Issue...: December,"""Coming Next Issue...: December""",NA,96,1
Heavy Metal,1981,December,5,9,Cover,NA,"""Giger Does Debbie"" - Hans Ruedi Giger and Chris Stein",NA,0,1
Heavy Metal,1981,December,5,9,p.02-03,Illustration,Guy Colwell,NA,2,2
Heavy Metal,1981,December,5,9,p.04,Editorial,Julie Simmons-Lynch,NA,4,1
Heavy Metal,1981,December,5,9,p.04,Illustration,Alexandra Allinne,NA,4,1
Heavy Metal,1981,December,5,9,p.06,Shakespeare ForAmericans: A Midsummer Night's Dream,"Walter Simonson, Howard Chaykin, WilliamShakespeare, and George Simon Kaufman",NA,6,1
Heavy Metal,1981,December,5,9,p.08-15,The Mercenary,VicenteSegrelles,NA,8,8
Heavy Metal,1981,December,5,9,p.17-24,Den II,Richard Corben,NA,17,8
Heavy Metal,1981,December,5,9,p.25-30,Tex Arcana:Part Eight,John Findley,NA,25,6
Heavy Metal,1981,December,5,9,p.31-32,Chain Mail: HM Movie Madness,"""Chain Mail: HM Movie Madness""",NA,31,2
Heavy Metal,1981,December,5,9,p.33,Dossier: New Musics,Lou Stathis,NA,33,1
Heavy Metal,1981,December,5,9,p.33,Dossier: Variety Spicer,Bhob Stewart,NA,33,1
Heavy Metal,1981,December,5,9,p.34,Dossier: SF Nightmares,Brad Balfour,NA,34,1
Heavy Metal,1981,December,5,9,p.34-35,Dossier: Mysterious Mania,Elliott Murphy,NA,34,2
Heavy Metal,1981,December,5,9,p.34-35,Dossier: ValuedShock,Deborah Harry and Christopher Makos,NA,34,2
Heavy Metal,1981,December,5,9,p.35,Dossier: MysticalHerbert Mix,Norman Spinrad and Marcus Leatherdale,NA,35,1
Heavy Metal,1981,December,5,9,p.35,Dossier: DeSade Abound,Mick Farren and Guido Crepax,NA,35,1
Heavy Metal,1981,December,5,9,p.36,Dossier: Tattoo Splendor,Brad Balfour,NA,36,1
Heavy Metal,1981,December,5,9,p.36,Dossier: My Ten Favorite Japanese Monster Movies,Glenn O'Brien,NA,36,1
Heavy Metal,1981,December,5,9,p.36,"Dossier: My Mother, My Hell",Daphne Davis,NA,36,1
Heavy Metal,1981,December,5,9,p.38-41,Strange Encounters Of The Swiss Kind,"Deborah Harry, Chris Stein,Hans Ruedi Giger, and Brad Balfour",NA,38,4
Heavy Metal,1981,December,5,9,p.43-52,Mirror Of Dreams,PaulKirchner,NA,43,10
Heavy Metal,1981,December,5,9,p.56-62,Rose Light Grove,Phil Trumbo,NA,56,7
Heavy Metal,1981,December,5,9,p.63,White House,"Jean ""Moebius"" Giraud",NA,63,1
Heavy Metal,1981,December,5,9,p.65-72,At The Middle Of Cymbiola,FranoisSchuiten and Claude Renard,NA,65,8
Heavy Metal,1981,December,5,9,p.74-82,Skull And Crossbones,"Philippe""Caza"" Cazamayou",NA,74,9
Heavy Metal,1981,December,5,9,p.84-88,The Nikopol Trilogy: The Immortals' Fete,EnkiBilal,NA,84,5
Heavy Metal,1981,December,5,9,p.89,I'm Age,Jeff Jones,reprinted in 15 Years Of 1992,89,1
Heavy Metal,1981,December,5,9,p.92-95,Rock Opera,Rod Kierkegaard Jr.,NA,92,4
Heavy Metal,1981,December,5,9,p.96,The Bus: Beliefs RegardingDeath And The Afterlife,Paul Kirchner,NA,96,1
Heavy Metal,1981,December,5,9,p.96,Coming Next Issue...:A Look Into The Future,"""Coming Next Issue...:A Look Into The Future""",NA,96,1
Heavy Metal,1981,December,5,9,Back Cover,NA,"""Weekends Were Made For Balibob""- Thomas Warkentin",NA,97,1
Heavy Metal,1982,January,5,10,Cover,NA,"""Clone O' My Heart"" - Rod Walotsky",NA,0,1
Heavy Metal,1982,January,5,10,p.02-03,Illustration,Mark America,NA,2,2
Heavy Metal,1982,January,5,10,p.04,Editorial,Brad Balfour and Dean Chamberlain,NA,4,1
Heavy Metal,1982,January,5,10,p.06,Shakespeare For Americans: Storyboard For60-Second Othello Spot.: HMTV,"Howard Victor Chaykin, Walter Simonson, WilliamShakespeare, and George Simon Kaufman",NA,6,1
Heavy Metal,1982,January,5,10,p.08-11,The Mercenary,VicenteSegrelles,NA,8,4
Heavy Metal,1982,January,5,10,p.14-24,Outland,Jim Steranko,NA,14,11
Heavy Metal,1982,January,5,10,p.25-28,At The MiddleOf Cymbiola,Franois Schuiten and Claude Renard,NA,25,4
Heavy Metal,1982,January,5,10,p.29-32,Toward ANew Day,Philippe Druillet,NA,29,4
Heavy Metal,1982,January,5,10,p.33,Happy Future: A Glimpse Of Things ToCome,Gregory Manchess,NA,33,1
Heavy Metal,1982,January,5,10,p.34,Happy Future: Autonomous Man,Brad Balfourand Michael Gross,NA,34,1
Heavy Metal,1982,January,5,10,p.35-36,Happy Future: Confessions Of A Video Addict,Daphne Davis and Michael Gross,NA,35,2
Heavy Metal,1982,January,5,10,p.36-37,Happy Future: TechnologicalCommitments,Lance Chudnow and Michael Gross,NA,36,2
Heavy Metal,1982,January,5,10,p.38-43,Happy Future:Romeo And Juliet,"Maximy and Arnaud ""Arno"" Dombre",NA,38,6
Heavy Metal,1982,January,5,10,p.44-49,Happy Future:The Sand Man,Jacques De Loustal and Philippe H. Paringaux,NA,44,6
Heavy Metal,1982,January,5,10,p.50-54,Happy Future: Moby Dick,Alain Voss,NA,50,5
Heavy Metal,1982,January,5,10,p.55-61,Happy Future: TrinitromonolSaved Our Love,Dominique H,NA,55,7
Heavy Metal,1982,January,5,10,p.62-73,"Happy Future: Mademoiselle,My Wife!",Paul Gillon,NA,62,12
Heavy Metal,1982,January,5,10,p.74,Work And Win,Steve Stiles,NA,74,1
Heavy Metal,1982,January,5,10,p.76-79,Den II,Richard Corben,NA,76,4
Heavy Metal,1982,January,5,10,p.81-83,Mars Attacks!: Death And Bubble GumFrom Above,Lou Stathis and Rick Lovelace,NA,81,3
Heavy Metal,1982,January,5,10,p.86,I'm Age,Jeff Jones,NA,86,1
Heavy Metal,1982,January,5,10,p.87,Dossier: New Musics: Walkman Terror Tales,Lou Stathis and SteveStiles,NA,87,1
Heavy Metal,1982,January,5,10,p.88,Dossier: Inter-Videous,Alan D. Hecht,NA,88,1
Heavy Metal,1982,January,5,10,p.88,Dossier:Fabric Fantasy,John Shirley,NA,88,1
Heavy Metal,1982,January,5,10,p.89,Dossier: Left My Art In San Francisco,Brad Balfour and James Stark,NA,89,1
Heavy Metal,1982,January,5,10,p.89,Dossier: Hot Time,TimothyR. Lucas,NA,89,1
Heavy Metal,1982,January,5,10,p.90,Dossier: Oh You Kid!,Julie Simmons-Lynch,NA,90,1
Heavy Metal,1982,January,5,10,p.90,Dossier: Publishing Peril,Norman Spinrad,NA,90,1
Heavy Metal,1982,January,5,10,p.90,Dossier: City Stomp,Steven Maloff,NA,90,1
Heavy Metal,1982,January,5,10,p.92-95,Rock Opera,"Rod ""Cordoba"" Kierkegaard Jr.",NA,92,4
Heavy Metal,1982,January,5,10,p.96,The Bus,Paul Kirchner,NA,96,1
Heavy Metal,1982,January,5,10,p.96,What To Expect In February...,"""What To Expect In February...""",NA,96,1
Heavy Metal,1982,February,5,11,Cover,NA,"""Angel Of The Gods"" - Greg Hildebrandt",NA,0,1
Heavy Metal,1982,February,5,11,p.02-03,Illustration,Jo Ellen Trilling,NA,2,2
Heavy Metal,1982,February,5,11,p.04,Editorial: Wally Wood (1927-1981),JohnWorkman,NA,4,1
Heavy Metal,1982,February,5,11,p.06,Shakespeare For Americans: The Merchant Of Venice,"WalterSimonson, Howard Victor Chaykin, William Shakespeare, and George Simon Kaufman",NA,6,1
Heavy Metal,1982,February,5,11,p.08-11,The Mercenary,Vicente Segrelles,NA,8,4
Heavy Metal,1982,February,5,11,p.13,Dossier:New Musics,Lou Stathis and William Coupon,NA,13,1
Heavy Metal,1982,February,5,11,p.13,Dossier: Youth Culture,Daphne Davis,NA,13,1
Heavy Metal,1982,February,5,11,p.14-15,Dossier: Favorite Villains Of All Time,TerryGilliam,NA,14,2
Heavy Metal,1982,February,5,11,p.14,Dossier: Storied Futures,Duart McLean,NA,14,1
Heavy Metal,1982,February,5,11,p.14-15,Dossier: SF-ly Brilliant,Timothy R. Lucas,NA,14,2
Heavy Metal,1982,February,5,11,p.15,Dossier: Guitar God-dom:Part One,Brad Balfour,NA,15,1
Heavy Metal,1982,February,5,11,p.15,Dossier: Soft Covered,Jonathan White,NA,15,1
Heavy Metal,1982,February,5,11,p.16,Dossier: AddendA,Brad Balfour and Christine Rodin,NA,16,1
Heavy Metal,1982,February,5,11,p.16,Dossier: Booka-Saurus,Harlan Ellison,NA,16,1
Heavy Metal,1982,February,5,11,p.17-24,The Incal: The IncalLight: Hail Darkness!,"Alejandro Jodorowsky and Jean ""Moebius"" Giraud",NA,17,8
Heavy Metal,1982,February,5,11,p.25-32,Tales Of The Galactic Inn: Hycrotan's Story,"Jos Mara ""Be Font""Be",NA,25,8
Heavy Metal,1982,February,5,11,p.36-38,Nightmare Death,Jeffrey Goldberg and Alan Lynch,NA,36,3
Heavy Metal,1982,February,5,11,p.39-42,Den II,Richard Corben,NA,39,4
Heavy Metal,1982,February,5,11,p.43-52,Gideon Faust: Warlock At Large:Urchin!,Len Wein and Howard Victor Chaykin,NA,43,10
Heavy Metal,1982,February,5,11,p.54-61,An Unmarried Machine,Jean-Michel Nicollet,NA,54,8
Heavy Metal,1982,February,5,11,p.62-64,Stolen Moments,"Adal Alberto Maldonado,Lisa Thackaberry, June Ponte, and Beauregard",NA,62,3
Heavy Metal,1982,February,5,11,p.65-68,At The MiddleOf Cymbiola,Claude Renard and Franois Schuiten,NA,65,4
Heavy Metal,1982,February,5,11,p.69-72,In TheBeginning,Richard Man and Mark Fisher,NA,69,4
Heavy Metal,1982,February,5,11,p.73-76,Gallery: Alonso Smith:Within The Fantasy Bureau Of The Subconscious,Steven Maloff,NA,73,4
Heavy Metal,1982,February,5,11,p.77,TheBus,Paul Kirchner,NA,77,1
Heavy Metal,1982,February,5,11,p.78-80,The Appointment,Marc Hempel,NA,78,3
Heavy Metal,1982,February,5,11,p.81-88,Zora,Fernando Fernandez,NA,81,8
Heavy Metal,1982,February,5,11,p.89,I'm Age,Jeff Jones,NA,89,1
Heavy Metal,1982,February,5,11,p.92-95,Rock Opera,Rod Kierkegaard Jr.,NA,92,4
Heavy Metal,1982,February,5,11,p.96,The Bus,Paul Kirchner,NA,96,1
Heavy Metal,1982,February,5,11,Back Cover,NA,"""Cadillax"" - Berni Wrightson",NA,97,1
Heavy Metal,1982,March,5,12,Cover,NA,"""Pattie Flying An Atomic Potato Through Megacorp Musicland"" -Victor Stabin",NA,0,1
Heavy Metal,1982,March,5,12,p.02-03,Illustration,Arthur Bell,NA,2,2
Heavy Metal,1982,March,5,12,"p.04, 83",Editorial,Brad Balfour and David Allen,NA,4,2
Heavy Metal,1982,March,5,12,p.06-12,The Mercenary,VicenteSegrelles,NA,6,7
Heavy Metal,1982,March,5,12,p.13,Salad Bark #1,Nicole Claveloux,NA,13,1
Heavy Metal,1982,March,5,12,p.14-16,"ArtificialBoundaries, Expanding Horizons, Possible Musics",Jon Hassell and Mati Klarwein,NA,14,3
Heavy Metal,1982,March,5,12,p.16,"Ahh, Earth...",John Workman,NA,16,1
Heavy Metal,1982,March,5,12,p.17-24,The Incal: TheIncal Light: Panic On The Internal Exterior,"Alejandro Jodorowsky, Jean ""Moebius""Giraud, and Yves Chaland",NA,17,8
Heavy Metal,1982,March,5,12,"p.25-33, 74",Nova 2,78 - Luis Garcia,NA,25,10
Heavy Metal,1982,March,5,12,p.35,New Musics: The Second Annual Rock Blitz,"Jean ""Moebius"" Giraud",NA,35,1
Heavy Metal,1982,March,5,12,p.36-37,New Musics: Report #57RNR: Elvis Presley: The Pelvis Cult,ElliottMurphy and Larry Lee,NA,36,2
Heavy Metal,1982,March,5,12,p.38-47,New Musics: A Life In The Day,Dick Matena,NA,38,10
Heavy Metal,1982,March,5,12,p.48-51,New Musics: Jungle Rock,Sergio Macedo,NA,48,4
Heavy Metal,1982,March,5,12,p.52-60,NewMusics: Surprise Party,Brenda Jackson and Serge Clerc,NA,52,9
Heavy Metal,1982,March,5,12,p.61-64,NewMusics: FutuReviews,Lenny Kaye and Jim Cherry,NA,61,4
Heavy Metal,1982,March,5,12,p.65,I'm Age,JeffJones,NA,65,1
Heavy Metal,1982,March,5,12,p.66-73,At The Middle Of Cymbiola,Claude Renard and FranoisSchuiten,NA,66,8
Heavy Metal,1982,March,5,12,p.79,Dossier: Out To Launch,Robert Morales,NA,79,1
Heavy Metal,1982,March,5,12,p.79,Dossier:Out To Launch,Jeff Goldberg,NA,79,1
Heavy Metal,1982,March,5,12,p.79,Dossier: Out To Launch: The ColumbiaTakeoff,Daphne Davis,NA,79,1
Heavy Metal,1982,March,5,12,p.79,Dossier: Out To Launch: AdditionalFlights Of Space Fancy,Brad Balfour,NA,79,1
Heavy Metal,1982,March,5,12,p.80,Dossier: Nu Vinyl,Lou Stathisand Larry Lee,NA,80,1
Heavy Metal,1982,March,5,12,p.80-81,Dossier: Krauts Vs Japs,Rod KierkegaardJr.,NA,80,2
Heavy Metal,1982,March,5,12,p.81,Dossier: Wandering Minstrels,Joey Berlin,NA,81,1
Heavy Metal,1982,March,5,12,p.81,Dossier:Videofied Of Fried,Jon Tiven,NA,81,1
Heavy Metal,1982,March,5,12,p.82,Dossier: AddendA,Brad Balfour,NA,82,1
Heavy Metal,1982,March,5,12,p.82,Dossier: Sects And Books And Rock 'N' Roll...,Mary Wilshire,NA,82,1
Heavy Metal,1982,March,5,12,p.83,Chain Mail,"""Chain Mail""",NA,83,1
Heavy Metal,1982,March,5,12,p.84-89,Den II,Richard Corben,NA,84,6
Heavy Metal,1982,March,5,12,p.92-95,Rock Opera,"Rod ""The Cowardly Cartoonist"" KierkegaardJr.",NA,92,4
Heavy Metal,1982,March,5,12,p.96,The Bus,Paul Kirchner,NA,96,1
